Date,Open,High,Low,Close,Adj Close,Volume
04/10/2021,0.186296,0.186567,0.183817,0.186293,0.186293,0.0
05/10/2021,0.183375,0.184332,0.182749,0.183379,0.183379,0.0
06/10/2021,0.182635,0.183389,0.18113,0.182632,0.182632,0.0
07/10/2021,0.182073,0.182919,0.180989,0.182086,0.182086,0.0
08/10/2021,0.181258,0.182422,0.180914,0.181258,0.181258,0.0
09/10/2021,,,,,,
10/10/2021,,,,,,
11/10/2021,0.181482,0.181994,0.180986,0.18159,0.18159,0.0
12/10/2021,0.180655,0.180986,0.180626,0.180636,0.180636,0.0
13/10/2021,0.180776,0.181554,0.17983,0.180783,0.180783,0.0
14/10/2021,0.181406,0.182859,0.180999,0.181406,0.181406,0.0
15/10/2021,0.181416,0.184067,0.181343,0.181416,0.181416,0.0
16/10/2021,,,,,,
17/10/2021,,,,,,
18/10/2021,0.183204,0.183347,0.180512,0.183204,0.183204,0.0
19/10/2021,0.181445,0.181539,0.179514,0.181445,0.181445,0.0
20/10/2021,0.17909,0.18068,0.178836,0.179106,0.179106,0.0
21/10/2021,0.178686,0.178763,0.176332,0.178689,0.178689,0.0
22/10/2021,0.17675,0.176819,0.173847,0.176747,0.176747,0.0
23/10/2021,,,,,,
24/10/2021,,,,,,
25/10/2021,0.177016,0.179205,0.176969,0.177016,0.177016,0.0
26/10/2021,0.18006,0.180266,0.178942,0.180037,0.180037,0.0
27/10/2021,0.179678,0.180584,0.178929,0.179701,0.179701,0.0
28/10/2021,0.180665,0.18074,0.177532,0.180668,0.180668,0.0
29/10/2021,0.177151,0.178104,0.17671,0.177151,0.177151,0.0
30/10/2021,,,,,,
31/10/2021,,,,,,
01/11/2021,0.177447,0.177968,0.175864,0.177503,0.177503,0.0
02/11/2021,0.176094,0.176647,0.176063,0.17609,0.17609,0.0
03/11/2021,0.176097,0.178152,0.175571,0.1761,0.1761,0.0
04/11/2021,0.180122,0.180202,0.178072,0.180102,0.180102,0.0
05/11/2021,0.178583,0.181074,0.178438,0.178517,0.178517,0.0
06/11/2021,,,,,,
07/11/2021,,,,,,
08/11/2021,0.180551,0.180551,0.178795,0.18047,0.18047,0.0
09/11/2021,0.180408,0.182732,0.180336,0.180404,0.180404,0.0
10/11/2021,0.182512,0.184021,0.181811,0.182512,0.182512,0.0
11/11/2021,0.182139,0.185474,0.182003,0.182153,0.182153,0.0
12/11/2021,0.185257,0.185364,0.183834,0.185254,0.185254,0.0
13/11/2021,,,,,,
14/11/2021,,,,,,
15/11/2021,0.183284,0.183399,0.183224,0.183231,0.183231,0.0
16/11/2021,0.183278,0.184189,0.181653,0.183274,0.183274,0.0
17/11/2021,0.181752,0.182926,0.181307,0.181745,0.181745,0.0
