Date,Open,High,Low,Close,Adj Close,Volume
04/10/2021,0.009012,0.009022,0.008985,0.009013,0.009013,0.0
05/10/2021,0.009012,0.009019,0.008964,0.009012,0.009012,0.0
06/10/2021,0.008967,0.008992,0.008947,0.00897,0.00897,0.0
07/10/2021,0.008976,0.008989,0.008965,0.008976,0.008976,0.0
08/10/2021,0.008955,0.008967,0.008914,0.008956,0.008956,0.0
09/10/2021,,,,,,
10/10/2021,,,,,,
11/10/2021,0.008907,0.008914,0.00882,0.008907,0.008907,0.0
12/10/2021,0.008817,0.008848,0.008789,0.008819,0.008819,0.0
13/10/2021,0.008808,0.00883,0.008788,0.008809,0.008809,0.0
14/10/2021,0.008826,0.008828,0.008795,0.008826,0.008826,0.0
15/10/2021,0.008785,0.008786,0.008738,0.008785,0.008785,0.0
16/10/2021,,,,,,
17/10/2021,,,,,,
18/10/2021,0.008748,0.00877,0.008739,0.008747,0.008747,0.0
19/10/2021,0.00875,0.008781,0.008745,0.00875,0.00875,0.0
20/10/2021,0.008732,0.008761,0.00872,0.00873,0.00873,0.0
21/10/2021,0.008743,0.008797,0.008742,0.008742,0.008742,0.0
22/10/2021,0.008784,0.008809,0.008758,0.008783,0.008783,0.0
23/10/2021,,,,,,
24/10/2021,,,,,,
25/10/2021,0.0088,0.008811,0.00878,0.008798,0.008798,0.0
26/10/2021,0.008791,0.008793,0.008749,0.00879,0.00879,0.0
27/10/2021,0.008758,0.008817,0.008755,0.008757,0.008757,0.0
28/10/2021,0.00879,0.00883,0.008783,0.008789,0.008789,0.0
29/10/2021,0.008799,0.008819,0.008765,0.008802,0.008802,0.0
30/10/2021,,,,,,
31/10/2021,,,,,,
01/11/2021,0.008755,0.00877,0.008739,0.008754,0.008754,0.0
02/11/2021,0.008765,0.008813,0.008762,0.008765,0.008765,0.0
03/11/2021,0.008774,0.008793,0.008761,0.008775,0.008775,0.0
04/11/2021,0.008767,0.008808,0.008751,0.008767,0.008767,0.0
05/11/2021,0.008785,0.008816,0.008772,0.008784,0.008784,0.0
06/11/2021,,,,,,
07/11/2021,,,,,,
08/11/2021,0.008813,0.008843,0.008798,0.008813,0.008813,0.0
09/11/2021,0.008831,0.008871,0.00883,0.00883,0.00883,0.0
10/11/2021,0.008856,0.008867,0.008777,0.008856,0.008856,0.0
11/11/2021,0.008777,0.008786,0.008762,0.008779,0.008779,0.0
12/11/2021,0.008768,0.00879,0.008749,0.008769,0.008769,0.0
13/11/2021,,,,,,
14/11/2021,,,,,,
15/11/2021,0.008773,0.00879,0.008769,0.008773,0.008773,0.0
16/11/2021,0.008762,0.008763,0.008724,0.008762,0.008762,0.0
17/11/2021,0.008702,0.008747,0.0087,0.008703,0.008703,0.0
18/11/2021,0.008756,0.008781,0.008736,0.008757,0.008757,0.0
19/11/2021,0.008747,0.008803,0.008732,0.00875,0.00875,0.0
20/11/2021,,,,,,
21/11/2021,,,,,,
22/11/2021,0.008761,0.00877,0.00871,0.008761,0.008761,0.0
23/11/2021,0.008711,0.00873,0.008685,0.008712,0.008712,0.0
24/11/2021,0.008684,0.008709,0.00866,0.008685,0.008685,0.0
25/11/2021,0.008664,0.008678,0.008663,0.008665,0.008665,0.0
26/11/2021,0.008688,0.008845,0.008688,0.00869,0.00869,0.0
27/11/2021,,,,,,
28/11/2021,,,,,,
29/11/2021,0.008795,0.008847,0.008777,0.008794,0.008794,0.0
30/11/2021,0.008787,0.008885,0.008781,0.008787,0.008787,0.0
01/12/2021,0.008829,0.008867,0.008802,0.008826,0.008826,0.0
02/12/2021,0.00886,0.008872,0.008825,0.008859,0.008859,0.0
03/12/2021,0.008848,0.008861,0.008802,0.008848,0.008848,0.0
04/12/2021,,,,,,
05/12/2021,,,,,,
06/12/2021,0.008849,0.008861,0.008812,0.008846,0.008846,0.0
07/12/2021,0.008812,0.008818,0.008789,0.008814,0.008814,0.0
08/12/2021,0.008809,0.008824,0.008777,0.008809,0.008809,0.0
09/12/2021,0.008794,0.008827,0.008787,0.008796,0.008796,0.0
10/12/2021,0.008815,0.008831,0.008788,0.008815,0.008815,0.0
11/12/2021,,,,,,
12/12/2021,,,,,,
13/12/2021,0.00881,0.008819,0.008793,0.00881,0.00881,0.0
14/12/2021,0.008805,0.008815,0.008791,0.008805,0.008805,0.0
15/12/2021,0.008792,0.0088,0.00878,0.008792,0.008792,0.0
16/12/2021,0.00876,0.008806,0.008753,0.008761,0.008761,0.0
17/12/2021,0.008797,0.008838,0.008784,0.008798,0.008798,0.0
18/12/2021,,,,,,
19/12/2021,,,,,,
20/12/2021,0.008807,0.008824,0.008796,0.008809,0.008809,0.0
21/12/2021,0.008798,0.008805,0.008759,0.008798,0.008798,0.0
22/12/2021,0.008771,0.008772,0.008744,0.008772,0.008772,0.0
23/12/2021,0.008762,0.008764,0.008738,0.008763,0.008763,0.0
24/12/2021,0.008737,0.008749,0.008733,0.008737,0.008737,0.0
25/12/2021,,,,,,
26/12/2021,,,,,,
27/12/2021,0.008746,0.008747,0.008703,0.008746,0.008746,0.0
28/12/2021,0.008712,0.008718,0.008701,0.008711,0.008711,0.0
29/12/2021,0.008713,0.00872,0.008693,0.008713,0.008713,0.0
30/12/2021,0.008699,0.0087,0.008681,0.0087,0.0087,0.0
31/12/2021,0.008691,0.008695,0.008681,0.008691,0.008691,0.0
01/01/2022,,,,,,
02/01/2022,,,,,,
03/01/2022,0.008685,0.008698,0.008669,0.008685,0.008685,0.0
04/01/2022,0.008672,0.008673,0.008595,0.008671,0.008671,0.0
05/01/2022,0.008608,0.008648,0.008603,0.008608,0.008608,0.0
06/01/2022,0.008611,0.008646,0.008607,0.008611,0.008611,0.0
07/01/2022,0.00863,0.008651,0.008618,0.008631,0.008631,0.0
08/01/2022,,,,,,
09/01/2022,,,,,,
10/01/2022,0.008649,0.008692,0.008632,0.008649,0.008649,0.0
11/01/2022,0.008674,0.008685,0.008645,0.008675,0.008675,0.0
12/01/2022,0.008671,0.008717,0.008661,0.008671,0.008671,0.0
13/01/2022,0.008721,0.008771,0.008719,0.00872,0.00872,0.0
14/01/2022,0.008764,0.00881,0.008759,0.008763,0.008763,0.0
15/01/2022,,,,,,
16/01/2022,,,,,,
17/01/2022,0.008748,0.00875,0.008723,0.008748,0.008748,0.0
18/01/2022,0.008728,0.008737,0.008693,0.008728,0.008728,0.0
19/01/2022,0.008729,0.008755,0.008713,0.00873,0.00873,0.0
20/01/2022,0.008745,0.008774,0.008731,0.008745,0.008745,0.0
21/01/2022,0.008776,0.008801,0.008771,0.008772,0.008772,0.0
22/01/2022,,,,,,
23/01/2022,,,,,,
24/01/2022,0.008788,0.008811,0.008773,0.008789,0.008789,0.0
25/01/2022,0.008771,0.008797,0.008761,0.008771,0.008771,0.0
26/01/2022,0.00878,0.008788,0.008743,0.008782,0.008782,0.0
