Date,Open,High,Low,Close,Adj Close,Volume
2022-10-12,0.012655,0.012990,0.012377,0.012538,0.012538,585032
2022-10-13,0.012538,0.012700,0.012066,0.012067,0.012067,536085
2022-10-14,0.012067,0.012453,0.012065,0.012088,0.012088,582019
2022-10-15,0.012088,0.012436,0.012008,0.012333,0.012333,518573
2022-10-16,0.012333,0.012350,0.012017,0.012023,0.012023,532245
2022-10-17,0.012023,0.012374,0.012016,0.012024,0.012024,570088
2022-10-18,0.012024,0.012363,0.011889,0.011998,0.011998,585470
2022-10-19,0.011998,0.012446,0.011890,0.012000,0.012000,575636
2022-10-20,0.012000,0.012452,0.011792,0.011793,0.011793,558923
2022-10-21,0.011793,0.012065,0.011326,0.011331,0.011331,486087
2022-10-22,0.011331,0.011801,0.011316,0.011610,0.011610,540196
